take_name,split,task,label
minnesota_rockclimbing_034_18,train,Rock Climbing,3
minnesota_rockclimbing_034_2,train,Rock Climbing,3
minnesota_rockclimbing_034_20,train,Rock Climbing,3
minnesota_rockclimbing_034_22,val,Rock Climbing,3
minnesota_rockclimbing_034_24,val,Rock Climbing,3
minnesota_rockclimbing_034_26,val,Rock Climbing,3
minnesota_rockclimbing_034_28,val,Rock Climbing,3
minnesota_rockclimbing_034_4,train,Rock Climbing,3
minnesota_rockclimbing_034_6,train,Rock Climbing,3
minnesota_rockclimbing_034_7,train,Rock Climbing,3
minnesota_rockclimbing_040_10,train,Rock Climbing,3
minnesota_rockclimbing_040_12,train,Rock Climbing,3
minnesota_rockclimbing_040_14,train,Rock Climbing,3
minnesota_rockclimbing_040_16,train,Rock Climbing,3
minnesota_rockclimbing_040_18,train,Rock Climbing,3
minnesota_rockclimbing_040_2,train,Rock Climbing,3
minnesota_rockclimbing_040_20,train,Rock Climbing,3
minnesota_rockclimbing_040_22,train,Rock Climbing,3
minnesota_rockclimbing_040_4,train,Rock Climbing,3
minnesota_rockclimbing_040_6,train,Rock Climbing,3
minnesota_rockclimbing_040_8,train,Rock Climbing,3
minnesota_rockclimbing_041_10,train,Rock Climbing,3
minnesota_rockclimbing_041_12,train,Rock Climbing,3
minnesota_rockclimbing_041_14,train,Rock Climbing,3
minnesota_rockclimbing_041_16,train,Rock Climbing,3
minnesota_rockclimbing_041_18,train,Rock Climbing,3
minnesota_rockclimbing_041_2,train,Rock Climbing,3
minnesota_rockclimbing_041_20,train,Rock Climbing,3
minnesota_rockclimbing_041_4,train,Rock Climbing,3
minnesota_rockclimbing_041_6,train,Rock Climbing,3
minnesota_rockclimbing_041_8,train,Rock Climbing,3
minnesota_rockclimbing_042_10,test,Rock Climbing,3
minnesota_rockclimbing_042_12,train,Rock Climbing,3
minnesota_rockclimbing_042_14,train,Rock Climbing,3
minnesota_rockclimbing_042_16,train,Rock Climbing,3
minnesota_rockclimbing_042_18,train,Rock Climbing,3
minnesota_rockclimbing_042_2,test,Rock Climbing,3
minnesota_rockclimbing_042_20,train,Rock Climbing,3
minnesota_rockclimbing_042_22,test,Rock Climbing,3
minnesota_rockclimbing_042_24,test,Rock Climbing,3
minnesota_rockclimbing_042_26,test,Rock Climbing,3
minnesota_rockclimbing_042_28,test,Rock Climbing,3
minnesota_rockclimbing_042_30,test,Rock Climbing,3
minnesota_rockclimbing_042_4,test,Rock Climbing,3
minnesota_rockclimbing_042_6,test,Rock Climbing,3
minnesota_rockclimbing_042_8,test,Rock Climbing,3
minnesota_rockclimbing_043_10,test,Rock Climbing,3
minnesota_rockclimbing_043_12,test,Rock Climbing,3
minnesota_rockclimbing_043_4,test,Rock Climbing,3
minnesota_rockclimbing_043_6,test,Rock Climbing,3
minnesota_rockclimbing_043_8,test,Rock Climbing,3
nus_cooking_06_2,train,Cooking,4
nus_cooking_06_3,train,Cooking,4
nus_cooking_06_4,train,Cooking,4
nus_cooking_06_5,train,Cooking,4
nus_cooking_07_2,train,Cooking,4
nus_cooking_07_3,train,Cooking,4
nus_cooking_07_4,train,Cooking,4
nus_cooking_07_5,train,Cooking,4
nus_cooking_09_2,test,Cooking,4
nus_cooking_09_3,test,Cooking,4
nus_cooking_09_4,test,Cooking,4
nus_cooking_09_5,test,Cooking,4
nus_cooking_10_2,train,Cooking,4
nus_cooking_10_3,train,Cooking,4
nus_cooking_10_4,train,Cooking,4
nus_cooking_10_5,train,Cooking,4
nus_cooking_12_2,test,Cooking,4
nus_cooking_12_3,test,Cooking,4
nus_cooking_12_4,test,Cooking,4
nus_cooking_12_5,test,Cooking,4
nus_cooking_13_2,test,Cooking,4
nus_cooking_13_3,test,Cooking,4
nus_cooking_13_4,test,Cooking,4
nus_cooking_13_5,test,Cooking,4
nus_cooking_15_2,test,Cooking,4
nus_cooking_15_3,test,Cooking,4
nus_cooking_15_4,test,Cooking,4
nus_cooking_15_5,test,Cooking,4
nus_cooking_16_2,train,Cooking,4
nus_cooking_16_3,train,Cooking,4
nus_cooking_16_4,train,Cooking,4
nus_cooking_16_5,train,Cooking,4
nus_cooking_17_2,train,Cooking,4
nus_cooking_17_3,train,Cooking,4
nus_cooking_17_4,train,Cooking,4
nus_cooking_17_5,train,Cooking,4
nus_covidtest_01_1,train,Health,0
nus_covidtest_01_2,train,Health,0
nus_covidtest_01_3,train,Health,0
nus_covidtest_02_2,train,Health,0
nus_covidtest_02_3,train,Health,0
nus_covidtest_03_1,train,Health,0
nus_covidtest_03_2,train,Health,0
nus_covidtest_04_1,test,Health,0
nus_covidtest_04_2,test,Health,0
nus_covidtest_06_1,train,Health,0
nus_covidtest_06_2,train,Health,0
nus_covidtest_07_1,test,Health,0
nus_covidtest_07_2,test,Health,0
nus_covidtest_08_1,train,Health,0
nus_covidtest_08_2,train,Health,0
nus_covidtest_10_1,train,Health,0
nus_covidtest_10_2,train,Health,0
nus_covidtest_11_1,train,Health,0
nus_covidtest_12_1,val,Health,0
nus_covidtest_12_2,val,Health,0
nus_covidtest_13_2,train,Health,0
nus_covidtest_14_1,val,Health,0
nus_covidtest_14_2,val,Health,0
nus_covidtest_15_1,train,Health,0
nus_covidtest_15_2,train,Health,0
nus_covidtest_16_1,train,Health,0
nus_covidtest_16_2,train,Health,0
nus_covidtest_17_1,train,Health,0
nus_covidtest_17_2,train,Health,0
nus_covidtest_18_1,train,Health,0
nus_covidtest_18_2,train,Health,0
nus_covidtest_19_1,train,Health,0
nus_covidtest_19_2,train,Health,0
nus_covidtest_21_1,train,Health,0
nus_covidtest_21_2,train,Health,0
nus_covidtest_22_2,train,Health,0
nus_covidtest_23_1,test,Health,0
nus_covidtest_23_2,test,Health,0
nus_covidtest_24_1,test,Health,0
nus_covidtest_24_2,test,Health,0
nus_covidtest_25_1,test,Health,0
nus_covidtest_25_2,test,Health,0
nus_covidtest_26_2,test,Health,0
nus_covidtest_26_3,test,Health,0
nus_covidtest_27_2,train,Health,0
nus_covidtest_27_3,train,Health,0
nus_covidtest_28_2,train,Health,0
nus_covidtest_28_3,train,Health,0
nus_covidtest_29_2,train,Health,0
nus_covidtest_29_3,train,Health,0
nus_covidtest_31_2,train,Health,0
nus_covidtest_31_3,train,Health,0
nus_covidtest_32_2,train,Health,0
nus_covidtest_32_3,train,Health,0
nus_covidtest_33_2,val,Health,0
nus_covidtest_33_3,val,Health,0
nus_covidtest_35_2,train,Health,0
nus_covidtest_35_3,train,Health,0
nus_covidtest_36_2,train,Health,0
nus_covidtest_36_3,train,Health,0
nus_covidtest_37_2,train,Health,0
nus_covidtest_37_3,train,Health,0
nus_covidtest_37_4,train,Health,0
nus_covidtest_38_2,train,Health,0
nus_covidtest_38_3,train,Health,0
nus_covidtest_39_2,train,Health,0
nus_covidtest_39_3,train,Health,0
nus_covidtest_40_2,train,Health,0
nus_covidtest_40_3,train,Health,0
nus_covidtest_41_2,train,Health,0
nus_covidtest_41_3,train,Health,0
nus_covidtest_42_2,test,Health,0
nus_covidtest_42_3,test,Health,0
nus_covidtest_43_2,train,Health,0
nus_covidtest_43_3,train,Health,0
nus_covidtest_43_4,train,Health,0
nus_covidtest_44_2,test,Health,0
nus_covidtest_44_3,test,Health,0
nus_covidtest_44_4,test,Health,0
nus_covidtest_45_1,train,Health,0
nus_covidtest_46_1,train,Health,0
nus_covidtest_48_1,test,Health,0
nus_covidtest_49_1,train,Health,0
nus_covidtest_50_1,train,Health,0
nus_covidtest_51_1,val,Health,0
nus_covidtest_52_1,val,Health,0
nus_covidtest_53_1,train,Health,0
nus_covidtest_54_1,train,Health,0
nus_covidtest_55_1,train,Health,0
nus_covidtest_56_1,train,Health,0
nus_covidtest_57_1,train,Health,0
nus_covidtest_58_1,train,Health,0
nus_covidtest_59_1,train,Health,0
nus_covidtest_60_1,train,Health,0
nus_covidtest_61_1,test,Health,0
nus_covidtest_62_1,test,Health,0
nus_covidtest_63_1,test,Health,0
nus_cpr_01_1,test,Health,0
nus_cpr_01_2,test,Health,0
nus_cpr_03_1,test,Health,0
nus_cpr_03_2,test,Health,0
nus_cpr_06_1,test,Health,0
nus_cpr_06_2,test,Health,0
nus_cpr_07_1,train,Health,0
nus_cpr_07_2,train,Health,0
nus_cpr_08_1,train,Health,0
nus_cpr_08_2,train,Health,0
nus_cpr_09_1,train,Health,0
nus_cpr_09_2,train,Health,0
nus_cpr_11_1,train,Health,0
nus_cpr_11_2,train,Health,0
nus_cpr_12_1,val,Health,0
nus_cpr_12_2,val,Health,0
nus_cpr_13_1,val,Health,0
nus_cpr_13_2,val,Health,0
nus_cpr_14_1,train,Health,0
nus_cpr_14_2,train,Health,0
nus_cpr_15_1,train,Health,0
nus_cpr_15_2,train,Health,0
nus_cpr_16_1,train,Health,0
nus_cpr_16_2,train,Health,0
nus_cpr_19_1,train,Health,0
nus_cpr_19_2,train,Health,0
nus_cpr_20_1,train,Health,0
nus_cpr_20_2,train,Health,0
nus_cpr_21_1,train,Health,0
nus_cpr_21_2,train,Health,0
nus_cpr_22_1,train,Health,0
nus_cpr_22_2,train,Health,0
nus_cpr_23_1,test,Health,0
nus_cpr_23_2,test,Health,0
nus_cpr_24_1,train,Health,0
nus_cpr_24_2,train,Health,0
nus_cpr_25_1,train,Health,0
nus_cpr_25_2,train,Health,0
nus_cpr_26_2,test,Health,0
nus_cpr_26_3,train,Health,0
nus_cpr_27_2,train,Health,0
nus_cpr_27_3,train,Health,0
nus_cpr_29_2,train,Health,0
nus_cpr_29_3,train,Health,0
nus_cpr_30_2,val,Health,0
nus_cpr_30_3,val,Health,0
nus_cpr_31_2,test,Health,0
nus_cpr_31_3,test,Health,0
nus_cpr_32_2,test,Health,0
nus_cpr_32_3,test,Health,0
nus_cpr_32_4,test,Health,0
nus_cpr_33_2,test,Health,0
nus_cpr_33_3,test,Health,0
nus_cpr_34_2,train,Health,0
nus_cpr_34_3,train,Health,0
nus_cpr_34_4,train,Health,0
nus_cpr_38_2,val,Health,0
nus_cpr_38_3,val,Health,0
nus_cpr_39_2,train,Health,0
nus_cpr_39_3,train,Health,0
nus_cpr_40_2,train,Health,0
nus_cpr_40_3,train,Health,0
nus_cpr_41_2,test,Health,0
nus_cpr_41_3,test,Health,0
nus_cpr_42_2,train,Health,0
nus_cpr_42_3,train,Health,0
nus_cpr_43_2,train,Health,0
nus_cpr_43_3,train,Health,0
nus_cpr_43_4,train,Health,0
nus_cpr_44_2,val,Health,0
nus_cpr_44_3,val,Health,0
nus_cpr_44_4,val,Health,0
nus_cpr_46_1,train,Health,0
nus_cpr_47_1,train,Health,0
nus_cpr_48_1,train,Health,0
nus_cpr_49_1,test,Health,0
nus_cpr_50_1,train,Health,0
nus_cpr_51_1,val,Health,0
nus_cpr_52_1,train,Health,0
nus_cpr_54_1,train,Health,0
sfu_basketball012_10,val,Basketball,2
sfu_basketball012_11,val,Basketball,2
sfu_basketball012_12,val,Basketball,2
sfu_basketball012_2,val,Basketball,2
sfu_basketball012_3,val,Basketball,2
sfu_basketball012_4,val,Basketball,2
sfu_basketball012_6,val,Basketball,2
sfu_basketball012_7,val,Basketball,2
sfu_basketball012_8,val,Basketball,2
sfu_basketball013_11,train,Basketball,2
sfu_basketball013_12,train,Basketball,2
sfu_basketball013_14,train,Basketball,2
sfu_basketball013_15,train,Basketball,2
sfu_basketball013_16,train,Basketball,2
sfu_basketball013_18,train,Basketball,2
sfu_basketball013_19,train,Basketball,2
sfu_basketball013_2,train,Basketball,2
sfu_basketball013_20,train,Basketball,2
sfu_basketball013_22,train,Basketball,2
sfu_basketball013_23,train,Basketball,2
sfu_basketball013_24,train,Basketball,2
sfu_basketball013_26,train,Basketball,2
sfu_basketball013_27,train,Basketball,2
sfu_basketball013_28,train,Basketball,2
sfu_basketball013_5,train,Basketball,2
sfu_basketball013_7,train,Basketball,2
sfu_basketball013_9,train,Basketball,2
sfu_basketball014_11,train,Basketball,2
sfu_basketball014_13,train,Basketball,2
sfu_basketball014_15,train,Basketball,2
sfu_basketball014_16,train,Basketball,2
sfu_basketball014_18,train,Basketball,2
sfu_basketball014_19,train,Basketball,2
sfu_basketball014_2,train,Basketball,2
sfu_basketball014_21,train,Basketball,2
sfu_basketball014_22,train,Basketball,2
sfu_basketball014_23,train,Basketball,2
sfu_basketball014_26,train,Basketball,2
sfu_basketball014_28,train,Basketball,2
sfu_basketball014_29,train,Basketball,2
sfu_basketball014_4,train,Basketball,2
sfu_basketball014_6,train,Basketball,2
sfu_basketball014_9,train,Basketball,2
sfu_basketball015_11,train,Basketball,2
sfu_basketball015_13,train,Basketball,2
sfu_basketball015_15,train,Basketball,2
sfu_basketball015_16,train,Basketball,2
sfu_basketball015_17,train,Basketball,2
sfu_basketball015_19,train,Basketball,2
sfu_basketball015_2,train,Basketball,2
sfu_basketball015_20,train,Basketball,2
sfu_basketball015_21,train,Basketball,2
sfu_basketball015_23,train,Basketball,2
sfu_basketball015_24,train,Basketball,2
sfu_basketball015_26,train,Basketball,2
sfu_basketball015_28,train,Basketball,2
sfu_basketball015_29,train,Basketball,2
sfu_basketball015_30,train,Basketball,2
sfu_basketball015_4,train,Basketball,2
sfu_basketball015_5,train,Basketball,2
sfu_basketball015_7,train,Basketball,2
sfu_basketball015_8,train,Basketball,2
sfu_basketball016_10,train,Basketball,2
sfu_basketball016_11,train,Basketball,2
sfu_basketball016_12,train,Basketball,2
sfu_basketball016_2,val,Basketball,2
sfu_basketball016_4,train,Basketball,2
sfu_basketball016_5,train,Basketball,2
sfu_basketball016_6,train,Basketball,2
sfu_basketball016_7,train,Basketball,2
sfu_basketball016_8,train,Basketball,2
sfu_basketball016_9,train,Basketball,2
sfu_basketball017_10,train,Basketball,2
sfu_basketball017_12,train,Basketball,2
sfu_basketball017_13,train,Basketball,2
sfu_basketball017_14,train,Basketball,2
sfu_basketball017_16,train,Basketball,2
sfu_basketball017_17,train,Basketball,2
sfu_basketball017_18,train,Basketball,2
sfu_basketball017_2,train,Basketball,2
sfu_basketball017_20,train,Basketball,2
sfu_basketball017_22,train,Basketball,2
sfu_basketball017_23,train,Basketball,2
sfu_basketball017_25,train,Basketball,2
sfu_basketball017_26,train,Basketball,2
sfu_basketball017_4,train,Basketball,2
sfu_basketball017_5,train,Basketball,2
sfu_basketball017_7,train,Basketball,2
sfu_basketball017_9,train,Basketball,2
sfu_basketball_01_10,test,Basketball,2
sfu_basketball_01_11,test,Basketball,2
sfu_basketball_01_13,test,Basketball,2
sfu_basketball_01_14,test,Basketball,2
sfu_basketball_01_16,test,Basketball,2
sfu_basketball_01_18,test,Basketball,2
sfu_basketball_01_19,test,Basketball,2
sfu_basketball_01_2,test,Basketball,2
sfu_basketball_01_20,test,Basketball,2
sfu_basketball_01_22,test,Basketball,2
sfu_basketball_01_23,test,Basketball,2
sfu_basketball_01_24,test,Basketball,2
sfu_basketball_01_26,test,Basketball,2
sfu_basketball_01_27,test,Basketball,2
sfu_basketball_01_29,test,Basketball,2
sfu_basketball_01_31,test,Basketball,2
sfu_basketball_01_32,test,Basketball,2
sfu_basketball_01_33,test,Basketball,2
sfu_basketball_01_35,test,Basketball,2
sfu_basketball_01_37,test,Basketball,2
sfu_basketball_01_39,test,Basketball,2
sfu_basketball_01_4,test,Basketball,2
sfu_basketball_01_41,test,Basketball,2
sfu_basketball_01_43,test,Basketball,2
sfu_basketball_01_45,test,Basketball,2
sfu_basketball_01_47,test,Basketball,2
sfu_basketball_01_6,test,Basketball,2
sfu_basketball_01_8,test,Basketball,2
sfu_basketball_02_10,train,Basketball,2
sfu_basketball_02_12,train,Basketball,2
sfu_basketball_02_14,train,Basketball,2
sfu_basketball_02_15,train,Basketball,2
sfu_basketball_02_17,train,Basketball,2
sfu_basketball_02_18,train,Basketball,2
sfu_basketball_02_19,train,Basketball,2
sfu_basketball_02_2,train,Basketball,2
sfu_basketball_02_20,train,Basketball,2
sfu_basketball_02_22,train,Basketball,2
sfu_basketball_02_24,train,Basketball,2
sfu_basketball_02_25,train,Basketball,2
sfu_basketball_02_26,train,Basketball,2
sfu_basketball_02_28,train,Basketball,2
sfu_basketball_02_29,train,Basketball,2
sfu_basketball_02_3,train,Basketball,2
sfu_basketball_02_31,train,Basketball,2
sfu_basketball_02_5,train,Basketball,2
sfu_basketball_02_6,train,Basketball,2
sfu_basketball_02_7,train,Basketball,2
sfu_basketball_02_9,train,Basketball,2
sfu_basketball_03_10,train,Basketball,2
sfu_basketball_03_12,train,Basketball,2
sfu_basketball_03_14,train,Basketball,2
sfu_basketball_03_16,train,Basketball,2
sfu_basketball_03_18,train,Basketball,2
sfu_basketball_03_2,train,Basketball,2
sfu_basketball_03_20,train,Basketball,2
sfu_basketball_03_21,train,Basketball,2
sfu_basketball_03_23,train,Basketball,2
sfu_basketball_03_27,train,Basketball,2
sfu_basketball_03_28,train,Basketball,2
sfu_basketball_03_30,train,Basketball,2
sfu_basketball_03_32,train,Basketball,2
sfu_basketball_03_34,train,Basketball,2
sfu_basketball_03_36,train,Basketball,2
sfu_basketball_03_37,train,Basketball,2
sfu_basketball_03_39,train,Basketball,2
sfu_basketball_03_4,train,Basketball,2
sfu_basketball_03_41,train,Basketball,2
sfu_basketball_03_42,train,Basketball,2
sfu_basketball_03_44,train,Basketball,2
sfu_basketball_03_46,train,Basketball,2
sfu_basketball_03_47,train,Basketball,2
sfu_basketball_03_49,train,Basketball,2
sfu_basketball_03_51,train,Basketball,2
sfu_basketball_03_52,train,Basketball,2
sfu_basketball_03_54,train,Basketball,2
sfu_basketball_03_56,train,Basketball,2
sfu_basketball_03_57,train,Basketball,2
sfu_basketball_03_59,train,Basketball,2
sfu_basketball_03_6,train,Basketball,2
sfu_basketball_03_61,train,Basketball,2
sfu_basketball_03_62,train,Basketball,2
sfu_basketball_03_64,train,Basketball,2
sfu_basketball_03_66,train,Basketball,2
sfu_basketball_03_68,train,Basketball,2
sfu_basketball_03_70,train,Basketball,2
sfu_basketball_03_72,train,Basketball,2
sfu_basketball_03_73,train,Basketball,2
sfu_basketball_03_75,train,Basketball,2
sfu_basketball_03_77,train,Basketball,2
sfu_basketball_03_78,train,Basketball,2
sfu_basketball_03_79,train,Basketball,2
sfu_basketball_03_8,train,Basketball,2
sfu_basketball_03_80,train,Basketball,2
sfu_basketball_03_81,train,Basketball,2
sfu_basketball_03_82,train,Basketball,2
sfu_basketball_03_84,train,Basketball,2
sfu_basketball_04_10,test,Basketball,2
sfu_basketball_04_12,test,Basketball,2
sfu_basketball_04_13,test,Basketball,2
sfu_basketball_04_14,test,Basketball,2
sfu_basketball_04_16,val,Basketball,2
sfu_basketball_04_17,val,Basketball,2
sfu_basketball_04_18,val,Basketball,2
sfu_basketball_04_2,val,Basketball,2
sfu_basketball_04_20,val,Basketball,2
sfu_basketball_04_21,test,Basketball,2
sfu_basketball_04_22,test,Basketball,2
sfu_basketball_04_24,test,Basketball,2
sfu_basketball_04_25,test,Basketball,2
sfu_basketball_04_26,test,Basketball,2
sfu_basketball_04_5,val,Basketball,2
sfu_basketball_04_6,val,Basketball,2
sfu_basketball_04_8,val,Basketball,2
sfu_basketball_04_9,test,Basketball,2
sfu_basketball_05_11,train,Basketball,2
sfu_basketball_05_14,test,Basketball,2
sfu_basketball_05_17,test,Basketball,2
sfu_basketball_05_18,test,Basketball,2
sfu_basketball_05_2,val,Basketball,2
sfu_basketball_05_20,test,Basketball,2
sfu_basketball_05_22,val,Basketball,2
sfu_basketball_05_24,val,Basketball,2
sfu_basketball_05_26,val,Basketball,2
sfu_basketball_05_28,train,Basketball,2
sfu_basketball_05_3,val,Basketball,2
sfu_basketball_05_30,train,Basketball,2
sfu_basketball_05_32,train,Basketball,2
sfu_basketball_05_33,test,Basketball,2
sfu_basketball_05_35,test,Basketball,2
sfu_basketball_05_37,test,Basketball,2
sfu_basketball_05_39,test,Basketball,2
sfu_basketball_05_41,train,Basketball,2
sfu_basketball_05_5,val,Basketball,2
sfu_basketball_05_7,train,Basketball,2
sfu_basketball_05_8,train,Basketball,2
sfu_basketball_05_9,train,Basketball,2
sfu_basketball_06_10,test,Basketball,2
sfu_basketball_06_12,test,Basketball,2
sfu_basketball_06_14,train,Basketball,2
sfu_basketball_06_16,train,Basketball,2
sfu_basketball_06_18,train,Basketball,2
sfu_basketball_06_2,train,Basketball,2
sfu_basketball_06_20,test,Basketball,2
sfu_basketball_06_22,test,Basketball,2
sfu_basketball_06_24,test,Basketball,2
sfu_basketball_06_4,train,Basketball,2
sfu_basketball_06_6,train,Basketball,2
sfu_basketball_06_8,test,Basketball,2
sfu_basketball_07_11,train,Basketball,2
sfu_basketball_07_13,test,Basketball,2
sfu_basketball_07_14,test,Basketball,2
sfu_basketball_07_17,test,Basketball,2
sfu_basketball_07_19,train,Basketball,2
sfu_basketball_07_2,test,Basketball,2
sfu_basketball_07_21,train,Basketball,2
sfu_basketball_07_23,train,Basketball,2
sfu_basketball_07_25,test,Basketball,2
sfu_basketball_07_27,test,Basketball,2
sfu_basketball_07_29,test,Basketball,2
sfu_basketball_07_31,test,Basketball,2
sfu_basketball_07_32,test,Basketball,2
sfu_basketball_07_34,test,Basketball,2
sfu_basketball_07_36,test,Basketball,2
sfu_basketball_07_38,train,Basketball,2
sfu_basketball_07_4,test,Basketball,2
sfu_basketball_07_40,train,Basketball,2
sfu_basketball_07_42,train,Basketball,2
sfu_basketball_07_44,train,Basketball,2
sfu_basketball_07_6,test,Basketball,2
sfu_basketball_07_8,train,Basketball,2
sfu_basketball_07_9,train,Basketball,2
sfu_basketball_08_11,train,Basketball,2
sfu_basketball_08_13,train,Basketball,2
sfu_basketball_08_15,train,Basketball,2
sfu_basketball_08_17,train,Basketball,2
sfu_basketball_08_19,train,Basketball,2
sfu_basketball_08_2,train,Basketball,2
sfu_basketball_08_21,train,Basketball,2
sfu_basketball_08_23,train,Basketball,2
sfu_basketball_08_25,train,Basketball,2
sfu_basketball_08_27,train,Basketball,2
sfu_basketball_08_29,train,Basketball,2
sfu_basketball_08_31,train,Basketball,2
sfu_basketball_08_33,train,Basketball,2
sfu_basketball_08_35,train,Basketball,2
sfu_basketball_08_37,train,Basketball,2
sfu_basketball_08_39,train,Basketball,2
sfu_basketball_08_4,train,Basketball,2
sfu_basketball_08_40,train,Basketball,2
sfu_basketball_08_41,train,Basketball,2
sfu_basketball_08_43,train,Basketball,2
sfu_basketball_08_45,train,Basketball,2
sfu_basketball_08_47,train,Basketball,2
sfu_basketball_08_48,train,Basketball,2
sfu_basketball_08_50,train,Basketball,2
sfu_basketball_08_51,train,Basketball,2
sfu_basketball_08_53,train,Basketball,2
sfu_basketball_08_6,train,Basketball,2
sfu_basketball_08_9,train,Basketball,2
sfu_basketball_09_11,val,Basketball,2
sfu_basketball_09_12,val,Basketball,2
sfu_basketball_09_14,val,Basketball,2
sfu_basketball_09_16,val,Basketball,2
sfu_basketball_09_17,val,Basketball,2
sfu_basketball_09_18,val,Basketball,2
sfu_basketball_09_19,val,Basketball,2
sfu_basketball_09_2,val,Basketball,2
sfu_basketball_09_21,val,Basketball,2
sfu_basketball_09_22,val,Basketball,2
sfu_basketball_09_24,val,Basketball,2
sfu_basketball_09_26,val,Basketball,2
sfu_basketball_09_27,val,Basketball,2
sfu_basketball_09_29,val,Basketball,2
sfu_basketball_09_31,val,Basketball,2
sfu_basketball_09_32,val,Basketball,2
sfu_basketball_09_34,val,Basketball,2
sfu_basketball_09_4,val,Basketball,2
sfu_basketball_09_7,val,Basketball,2
sfu_basketball_10_11,test,Basketball,2
sfu_basketball_10_13,train,Basketball,2
sfu_basketball_10_15,train,Basketball,2
sfu_basketball_10_16,train,Basketball,2
sfu_basketball_10_18,train,Basketball,2
sfu_basketball_10_2,train,Basketball,2
sfu_basketball_10_20,test,Basketball,2
sfu_basketball_10_21,test,Basketball,2
sfu_basketball_10_23,test,Basketball,2
sfu_basketball_10_25,train,Basketball,2
sfu_basketball_10_26,train,Basketball,2
sfu_basketball_10_28,train,Basketball,2
sfu_basketball_10_30,train,Basketball,2
sfu_basketball_10_31,test,Basketball,2
sfu_basketball_10_33,test,Basketball,2
sfu_basketball_10_36,test,Basketball,2
sfu_basketball_10_38,train,Basketball,2
sfu_basketball_10_41,train,Basketball,2
sfu_basketball_10_43,test,Basketball,2
sfu_basketball_10_44,test,Basketball,2
sfu_basketball_10_5,train,Basketball,2
sfu_basketball_10_7,test,Basketball,2
sfu_basketball_10_9,test,Basketball,2
sfu_basketball_11_10,train,Basketball,2
sfu_basketball_11_13,train,Basketball,2
sfu_basketball_11_14,train,Basketball,2
sfu_basketball_11_15,train,Basketball,2
sfu_basketball_11_17,train,Basketball,2
sfu_basketball_11_19,train,Basketball,2
sfu_basketball_11_2,train,Basketball,2
sfu_basketball_11_21,train,Basketball,2
sfu_basketball_11_23,train,Basketball,2
sfu_basketball_11_24,train,Basketball,2
sfu_basketball_11_26,train,Basketball,2
sfu_basketball_11_28,train,Basketball,2
sfu_basketball_11_29,train,Basketball,2
sfu_basketball_11_31,train,Basketball,2
sfu_basketball_11_33,train,Basketball,2
sfu_basketball_11_34,train,Basketball,2
sfu_basketball_11_35,train,Basketball,2
sfu_basketball_11_37,train,Basketball,2
sfu_basketball_11_39,train,Basketball,2
sfu_basketball_11_4,train,Basketball,2
sfu_basketball_11_40,train,Basketball,2
sfu_basketball_11_42,train,Basketball,2
sfu_basketball_11_44,train,Basketball,2
sfu_basketball_11_6,train,Basketball,2
sfu_basketball_11_8,train,Basketball,2
sfu_cooking015_2,train,Cooking,4
sfu_cooking015_4,train,Cooking,4
sfu_cooking017_2,train,Cooking,4
sfu_cooking017_4,train,Cooking,4
sfu_cooking017_6,train,Cooking,4
sfu_cooking017_9,train,Cooking,4
sfu_cooking020_2,train,Cooking,4
sfu_cooking020_4,train,Cooking,4
sfu_cooking020_6,train,Cooking,4
sfu_cooking020_8,train,Cooking,4
sfu_cooking022_11,val,Cooking,4
sfu_cooking022_2,val,Cooking,4
sfu_cooking022_5,val,Cooking,4
sfu_cooking022_9,val,Cooking,4
sfu_cooking023_2,train,Cooking,4
sfu_cooking023_4,train,Cooking,4
sfu_cooking023_6,train,Cooking,4
sfu_cooking023_8,train,Cooking,4
sfu_cooking024_2,test,Cooking,4
sfu_cooking024_4,test,Cooking,4
sfu_cooking024_6,test,Cooking,4
sfu_cooking024_8,test,Cooking,4
sfu_cooking025_2,train,Cooking,4
sfu_cooking025_3,train,Cooking,4
sfu_cooking025_5,train,Cooking,4
sfu_cooking025_7,train,Cooking,4
sfu_cooking026_2,train,Cooking,4
sfu_cooking026_4,train,Cooking,4
sfu_cooking026_6,train,Cooking,4
sfu_cooking026_8,train,Cooking,4
sfu_cooking027_2,test,Cooking,4
sfu_cooking027_4,test,Cooking,4
sfu_cooking027_7,test,Cooking,4
sfu_cooking027_9,test,Cooking,4
sfu_cooking028_12,val,Cooking,4
sfu_cooking028_2,val,Cooking,4
sfu_cooking028_6,val,Cooking,4
sfu_cooking028_8,val,Cooking,4
sfu_cooking029_2,train,Cooking,4
sfu_cooking029_4,train,Cooking,4
sfu_cooking029_6,train,Cooking,4
sfu_cooking029_8,train,Cooking,4
sfu_cooking030_2,test,Cooking,4
sfu_cooking030_4,test,Cooking,4
sfu_cooking030_6,test,Cooking,4
sfu_cooking031_1,train,Cooking,4
sfu_cooking031_10,train,Cooking,4
sfu_cooking031_2,train,Cooking,4
sfu_cooking031_3,train,Cooking,4
sfu_cooking031_5,train,Cooking,4
sfu_cooking031_7,train,Cooking,4
sfu_cooking031_9,train,Cooking,4
sfu_cooking032_1,train,Cooking,4
sfu_cooking032_3,train,Cooking,4
sfu_cooking032_4,train,Cooking,4
sfu_cooking_001_2,train,Cooking,4
sfu_cooking_001_4,train,Cooking,4
sfu_cooking_001_6,train,Cooking,4
